36.039,38.241,39.858,40.608,40.575,40.996,42.783,42.879,44.563,45.719,45.929,45.807,45.112,44.987,43.976,43.648,42.989,43.024,44.227,43.121,41.65,41.029,39.42,39.794,39.87,40.055,37.558,36.197,35.836,35.227,34.978,36.745,38.709,41.813,44.292,45.913,45.784,46.122,47.533,49.236,50.792,50.406,51.055,51.924,52.506,53.265,53.945,55.888,57.604,59.429,59.419,60.121,58.17,58.588,58.919,58.343,58.583,61.027,63.179,62.459,61.325,64.258,65.551,64.583,65.358,67.654,65.384,63.871,64.065,68.318,68.233,69.999,75.206,76.427,76.782,78.698,79.087,77.352,73.844,71.961,71.435,70.858,68.475,67.675,68.01,66.89,64.792,64.353,63.545,63.634,63.427,61.513,62.183,62.624,61.521,62.156,61.561,61.666,63.591,64.578,64.003,63.389,64.992,64.795,64.03,64.432,63.72,61.873,59.047,58.615,56.695,55.824,54.239,53.146,51.292,50.166,49.991,50.11,50.476,49.72,49.758,49.639,49.575,49.027,48.758,50.955,51.409,50.461
24.49,28.066,32.912,37.479,37.074,35.406,36.65,36.8,39.441,41.718,42.965,44.526,44.793,44.098,43.432,42.635,40.845,39.86,40.004,38.426,37.663,38.828,40.716,42.141,42.067,42.445,40.739,39.518,39.012,39.021,39.755,40.69,42.598,43.581,44.086,46.166,45.607,45.01,45.782,47.772,45.956,45.5,47.491,48.766,49.747,51.52,51.388,53.243,55.253,57.588,59.025,58.203,55.641,57.399,59.867,60.735,63.035,65.581,68.756,67.788,66.534,68.657,67.853,67.497,69.503,70.188,67.776,65.077,64.869,68.628,67.986,69.902,70.054,68.584,66.222,66.501,66.976,65.785,64.485,64.854,65.617,64.683,63.152,64.334,66.043,66.285,64.422,65.125,66.569,67.022,68.778,67.405,67.213,66.957,65.975,65.962,64.767,65.179,65.249,66.272,64.876,62.471,62.767,61.444,59.906,59.696,59.382,58.386,57.345,56.613,56.348,55.957,55.263,53.644,52.165,52.779,53.108,53.479,54.714,55.112,55.367,54.769,55.01,52.574,52.873,52.425,52.148,51.43
22.583,22.105,24.016,26.151,25.853,25.617,24.619,23.161,26.821,30.616,35.735,38.243,37.95,37.792,35.906,34.586,35.056,36.074,37.521,35.86,34.827,33.965,36.569,39.599,40.999,41.709,40.551,39.576,39.339,40.014,40.872,41.109,42.056,40.73,39.622,41.036,39.258,38.705,37.647,37.62,36.728,36.836,39.506,39.527,40.236,41.49,40.565,42.352,43.383,45.063,47.965,49.867,50.58,52.869,55.257,55.785,56.969,59.584,62.431,61.436,60.113,61.166,62.502,62.646,62.775,63.903,61.911,60.399,60.242,62.73,62.238,64.667,64.854,63.965,64.402,65.731,67.832,69.546,68.838,69.661,69.813,69.72,68.92,69.995,70.903,68.582,66.438,66.073,67.045,66.5,66.4,64.748,63.878,62.646,61.024,60.641,59.54,59.405,60.545,61.48,60.938,60.275,61.063,60.065,58.797,58.886,58.926,58.027,57.454,57.482,57.203,57.147,56.331,55.198,54.28,53.699,53.489,55.321,56.663,57.131,57.46,58.88,59.305,60.125,60.834,61.294,63.881,65.399
19.176,19.352,19.067,22.951,23.67,24.075,24.335,24.043,26.547,27.251,26.377,29.046,31.176,29.194,28.805,28.573,27.942,27.594,30.094,30.647,31.656,34.897,38.53,41.558,43.284,45.124,44.775,45.102,43.516,41.78,40.644,38.673,39.833,40.095,41.787,43.734,42.365,41.892,43.071,44.455,45.233,44.173,44.301,44.869,45.504,45.721,46.169,46.6,46.151,47.708,49.979,51.428,50.905,52.197,53.688,54.524,57.27,60.046,62.858,61.056,59.54,60.937,64.219,64.884,70.535,71.76,69.407,65.924,63.525,65.639,63.855,66.484,66.908,64.693,63.589,64.418,64.664,63.828,61.438,61.99,63.08,63.352,61.795,62.223,63.723,64.341,62.372,61.903,62.531,62.785,63.1,61.283,60.98,61.322,60.363,60.842,61.018,61.247,62.871,63.427,63.133,62.373,63.401,63.697,63.144,62.894,62.948,62.096,60.814,60.579,60.398,61.331,62.37,62.523,63.877,63.765,62.853,63.167,63.583,62.638,62.72,62.62,62.707,59.967,59.698,59.547,59.328,59.663
25.12,22.811,22.465,24.482,25.555,24.681,24.238,23.147,23.227,23.508,25.254,27.647,28.277,27.6,25.762,25.234,25.276,24.075,25.129,26.265,27.881,28.786,31.554,36.427,39.198,40.515,40.696,40.507,40.374,39.877,40.747,42.163,43.9,45.395,46.177,48.282,47.902,47.54,48.258,48.89,48.339,46.747,45.735,44.884,44.691,45.587,45.419,46.68,47.756,50.137,52.558,54.595,54.59,55.572,57.874,57.26,59.381,60.952,62.099,59.676,58.525,59.261,61.127,61.487,63.387,64.859,62.374,58.802,59.197,63.471,61.726,63.93,64.716,64.122,63.963,63.986,64.579,64.712,62.821,62.911,63.953,64.273,62.733,63.252,63.72,63.368,61.78,61.674,62.28,62.667,63.031,61.598,61.627,61.732,60.667,61.385,61.937,63.945,65.077,66.035,66.161,64.721,65.916,62.773,61.089,60.072,60.068,59.053,58.91,59.25,59.344,58.798,58.589,58.135,57.464,57.71,58.556,59.599,61.23,61.559,63.304,63.779,64.084,61.723,60.682,60.643,62.732,62.061
29.89,28.033,26.66,26.2,25.892,25.568,24.925,23.447,23.423,24.734,25.515,27.645,28.049,27.006,25.661,25.435,25.413,25.834,27.59,28.46,28.103,27.761,28.096,30.518,32.092,31.33,32.051,31.803,32.785,33.859,36.003,37.847,40.793,41.568,41.108,42.701,41.018,39.801,40.323,42.413,42.251,41.12,42.01,45.492,49.224,50.622,50.829,52.072,52.401,54.18,55.657,57.26,56.457,57.894,59.355,59.36,59.913,60.722,62.254,60.155,59.169,60.414,62.061,62.217,63.888,65.748,63.239,60,59.95,62.974,61.893,64.26,65.716,64.895,64.076,63.373,63.326,63.894,62.749,62.505,63.482,63.891,63.587,65.765,66.81,68.032,64.554,65.651,65.321,64.91,64.06,62.626,61.383,62.278,60.992,59.96,59.642,60.03,61.098,61.104,59.401,59.551,60.368,61.164,59.69,61.132,61.524,60.494,59.99,60.772,60.657,61.225,61.265,60.285,60.837,61.302,62.524,62.823,64.74,65.266,65.957,65.253,65.385,62.835,63.427,63.662,64.841,63.448
32.121,29.721,27.436,25.649,25.347,24.809,25.082,23.429,23.571,22.958,22.827,26.442,27.2,27.23,26.023,25.44,25.405,24.838,26.148,26.253,25.924,24.573,25.379,28.798,31.185,30.816,28.2,27.952,27.375,27.5,27.546,29.38,35.715,37.442,36.768,41.386,41.555,41.286,41.685,43.623,45.175,45.033,46.504,47.483,47.533,47.162,45.684,45.409,46.768,49.342,51.883,55.379,55.75,57.246,57.981,57.431,58.193,59.842,62.239,61.132,60.325,61.694,63.536,62.927,63.742,63.774,60.631,58.178,58.203,61.502,61.812,63.847,65.672,64.685,64.912,65.543,65.247,63.748,62.373,62.427,62.932,63.224,61.102,61.006,61.381,59.902,58.761,58.853,59.673,60.106,61.18,59.577,59.889,60.409,60.84,62.503,63.135,64.293,65.795,66.859,67.359,66.633,69.664,69.659,68.099,68.188,65.767,64.462,63.999,63.935,64.634,65.127,63.704,63.606,62.037,60.936,61.185,61.831,62.098,62.669,62.505,63.289,63.524,61.339,60.318,59.777,60.123,59.55
33.976,31.561,29.374,26.516,25.409,25.439,25.181,25.025,25.127,25.47,24.375,23.478,24.884,23.776,23.918,21.906,22.35,21.374,23.464,22.189,19.24,18.508,21.275,29.86,31.752,30.613,30.134,27.638,25.7,24.409,16.578,16.123,22.925,25.903,21.641,25.63,29.439,37.001,36.181,38.076,35.476,35.072,38.15,38.012,37.527,36.272,32.992,35.023,38.01,40.519,44.5,48.758,48.449,50.036,53.072,55.104,55.513,55.404,57.674,55.106,53.594,54.267,56.382,56.773,58.276,58.655,57.085,54.294,52.262,57.061,55.158,57.525,60.053,60.563,61.275,60.724,60.496,59.758,57.97,57.385,58.231,58.856,57.682,58.685,59.493,59.247,59.705,61.055,63.053,64.49,65.921,64.337,63.651,63.867,63.079,64.367,63.822,61.752,62.332,63.4,62.435,61.63,64.135,63.643,63.06,63.383,64.653,63.375,62.641,62.99,62.4,61.971,60.956,59.752,58.518,58.423,57.992,56.874,57.371,57.236,56.435,56.143,56.161,53.91,53.444,53.833,55.345,55.726
34,32.515,31.668,28.481,27.832,28.232,28.615,28.208,28.972,29.003,28.435,28.823,25.352,25.277,21.675,20.455,21.102,21.335,21.946,19.855,19.438,18.42,19.49,21.939,23.596,23.354,22.988,23.868,23.004,21.896,21.458,17.608,20.183,17.411,13.577,14.645,14.477,28.918,25.356,21.981,17.765,15.253,18.368,24.419,30.064,28.593,27.001,29.24,30.548,30.708,27.516,29.367,29.912,30.914,33.939,37.77,38.68,43.193,49.07,50.534,50.352,52.016,54.3,54.649,56.299,58.459,55.272,52.938,53.514,57.049,56.71,59.866,60.922,59.962,60.479,61.39,62.662,62.843,60.9,65.594,66.861,67.895,62.614,62.997,62.058,60.314,59.118,60.009,61.356,62.132,62.574,60.769,61.017,61.381,61.122,61.424,61.801,62.056,63.667,64.985,63.636,62.957,64.541,64.349,63.451,63.634,63.348,61.786,60.34,60.58,59.733,58.561,56.375,54.089,51.978,50.877,50.478,50.351,50.67,50.871,51.455,53.583,55.32,56.682,56.627,57.407,58.677,59.318
36.135,36.169,36.175,35.558,35.138,35.722,35.501,33.743,34.238,32.373,30.805,29.698,26.051,25.133,21.922,19.813,20.586,20.054,20.774,20.182,20.559,18.794,16.293,20.429,27.951,28.399,26.424,26.435,24.087,24.012,24.236,27.363,29.243,28.484,27.069,29.853,23.911,23.283,22.669,20.911,15.876,11.8,10.309,9.3104,12.172,15.05,14.149,15.704,18.973,24.501,23.687,25.451,20.732,17.325,18.58,19.436,18.78,22.963,30.881,39.102,37.07,39.344,49.044,53.102,56.255,59.792,58.217,56.739,55.223,58.085,57.991,59.476,60.297,59.678,58.866,59.143,60.082,60.092,56.968,56.904,57.458,57.772,57.992,59.115,61.837,63.542,63.265,63.759,64.749,65.474,67.076,65.371,65.29,65.807,65.109,65.504,65.194,65.18,66.175,66.51,65.33,64.509,64.777,63.571,62.181,60.638,59.075,57.644,55.934,54.622,53.613,53.441,53.772,53.46,53.211,54.349,54.6,54.428,55.98,57.158,59.658,61.199,61.719,60.096,60.069,62.675,62.629,63.403
41.055,41.51,41.292,37.854,38.166,37.88,39.097,36.832,37.231,35.601,32.666,31.039,28.365,28.042,28.261,25.586,22.864,21.495,21.256,20.377,22.646,20.11,20.821,25.31,27.384,25.803,25.097,24.142,23.817,19.846,22.055,24.98,32.177,32.305,30.644,32.632,28.325,26.503,26.141,26.323,26.277,23.786,24.055,19.265,20.236,16.22,13.811,11.336,15.656,14.431,14.419,14.442,11.8,10.123,7.8748,10.696,11.743,11.612,8.6655,14.693,17.546,16.824,16.794,21.235,26.811,36.254,46.052,45.615,45.842,50.589,48.731,51.672,54.57,55.423,56.803,58.772,60.316,61.145,59.805,60.456,62.634,64.77,64.696,66.297,68.177,68.893,66.687,66.736,67.832,66.576,64.319,62.624,62.049,61.197,60.835,60.53,59.876,59.666,59.766,59.865,58.757,57.082,57.4,57.16,55.799,55.475,55.43,54.823,54.292,54.311,55.083,56.574,57.11,57.303,56.693,56.58,57.085,62.127,64.129,64.429,63.407,63.894,62.695,60.866,61.07,61.56,62.739,61.698
45.304,43.86,42.161,39.406,38.821,38.777,38.631,36.744,36.736,36.528,35.513,35.002,33.023,33.773,34.634,35.449,32.618,30.335,28.895,28.146,24.832,21.907,23.51,24.069,26.61,25.635,26.225,26.284,22.126,17.146,16.76,16.854,21.196,22.167,22.218,26.565,28.058,30.088,29.385,29.581,29.434,28.509,29.541,30.002,28.556,26.979,24.259,24.252,20.63,14.112,13.848,11.258,8.9301,12.56,12.625,14.042,10.076,10.37,8.9248,12.641,11.615,11.793,9.9029,11.585,12.661,9.5233,7.6666,22.469,27.078,24.409,34.926,41.353,46.316,47.189,50.994,51.888,53.849,53.8,52.172,53.565,55.459,57.134,56.737,57.729,59.419,60.125,58.582,59.564,60.318,60.444,61.463,59.728,59.272,58.736,56.138,55.505,55.831,57.414,59.143,60.355,59.911,60.695,63.934,64.443,63.816,64.357,64.062,62.387,61.634,62.673,64.957,64.499,63.158,62.746,62.39,62.552,62.884,64.046,64.105,63.271,65.016,66.599,66.236,65.761,65.096,63.523,63.322,63.41
46.427,45.595,44.014,41.557,41.877,42.235,42.025,40.234,40.501,40.959,41.905,41.404,40.161,40.112,39.014,37.226,35.448,34.346,35.101,33.794,31.451,28.823,26.966,27.58,29.46,28.333,26.965,26.425,24.615,22.815,20.325,16.788,17.576,15.11,9.2605,9.5769,10.49,28.045,26.88,26.273,27.264,28.997,31.108,32.211,33.457,33.185,31.505,31.011,29.135,27.976,26.551,25.281,18.975,14.481,16.863,17.522,13.483,10.737,9.061,10.452,11.413,10.423,7.4134,8.4197,10.891,8.056,7.4017,18.602,16.965,23.669,14.657,12.422,8.4598,16.169,30.342,35.272,38.923,35.949,34.615,37.335,41,44.34,47.661,51.027,55.584,59.66,59.859,59.833,61.081,62.061,62.194,60.499,61.116,61.994,62.177,64.124,63.785,63.298,64.268,65.111,65.226,64.675,66.204,65.792,64.652,65.343,65.394,65.541,65.17,64.656,63.963,64.666,64.415,64.093,64.03,65.007,65.434,65.482,67.015,67.842,67.973,67.167,67.157,65.136,65.418,66.07,66.598,66.164
46.802,45.833,43.952,41.56,41.1,41.57,42.083,41.484,42.439,41.944,41.883,42.65,41.188,40.196,38.998,38.419,37.392,36.5,36.699,34.005,31.758,30.57,28.453,29.607,29.051,27.072,25.582,25.659,26.235,25.923,25.311,23.673,22.75,21.783,17.954,18.57,15.666,24.434,21.815,19.778,17.439,14.525,15.055,18.225,21.822,25.743,28.903,30.615,30.7,30.438,27.811,26.177,24.393,24.299,26.813,23.942,24.04,20.988,21.391,19.739,16.162,14.665,13.316,12.931,11.186,8.7366,12.134,16.678,17.298,14.814,11.148,7.2297,4.4175,10.592,11.156,12.898,15.188,26.268,31.447,37.806,41.714,43.692,45.495,49.656,54.072,56.279,57.229,58.63,60.373,61.439,62.392,61.138,62.252,61.841,61.483,62.555,63.214,63.061,65.058,66.067,65.238,64.503,66.707,64.952,64.05,63.775,63.848,62.705,62.542,63.666,65.286,65.905,66.37,65.144,64.755,65.74,65.655,65.772,66.935,67.197,68.04,69.333,70.411,70.046,69.303,69.722,69.923,71.502
