36.339,38.541,40.158,40.908,40.875,41.296,43.083,43.179,44.863,46.019,46.229,46.107,45.412,45.287,44.276,43.948,43.289,43.324,44.527,43.421,41.95,41.329,39.72,40.094,40.17,40.355,37.858,36.497,36.136,35.527,35.278,37.045,39.009,42.113,44.592,46.213,46.084,46.422,47.833,49.536,51.092,50.706,51.355,52.224,52.806,53.565,54.245,56.188,57.904,59.729,59.719,60.421,58.47,58.888,59.219,58.643,58.883,92.327,63.479,62.759,61.625,64.558,65.851,64.883,65.658,67.954,65.684,64.171,64.365,68.618,68.533,70.299,75.506,76.727,77.082,78.998,79.387,77.652,74.144,72.261,71.735,71.158,68.775,67.975,68.31,67.19,65.092,64.653,63.845,63.934,63.727,61.813,62.483,62.924,61.821,62.456,61.861,61.966,63.891,64.878,64.303,63.689,65.292,65.095,64.33,64.732,64.02,62.173,59.347,58.915,56.995,56.124,54.539,53.446,51.592,50.466,50.291,50.41,50.776,50.02,50.058,49.939,49.875,49.327,49.058,51.255,51.709,50.761
24.79,28.366,33.212,37.779,37.374,35.706,36.95,37.1,39.741,42.018,43.265,44.826,71.093,44.398,43.732,42.935,41.145,40.16,40.304,38.726,37.963,39.128,41.016,42.441,42.367,42.745,41.039,39.818,39.312,39.321,40.055,40.99,42.898,43.881,44.386,46.466,45.907,45.31,46.082,48.072,46.256,45.8,47.791,49.066,50.047,51.82,51.688,53.543,55.553,57.888,59.325,58.503,55.941,57.699,60.167,61.035,63.335,99.881,69.056,68.088,66.834,68.957,68.153,67.797,69.803,70.488,68.076,65.377,65.169,68.928,68.286,70.202,70.354,68.884,66.522,66.801,67.276,66.085,64.785,65.154,65.917,64.983,63.452,64.634,66.343,66.585,64.722,65.425,66.869,67.322,69.078,67.705,67.513,67.257,66.275,66.262,65.067,65.479,65.549,66.572,65.176,62.771,63.067,61.744,60.206,59.996,59.682,58.686,57.645,56.913,56.648,56.257,55.563,53.944,52.465,53.079,53.408,53.779,55.014,55.412,55.667,55.069,55.31,52.874,53.173,52.725,52.448,51.73
22.883,22.405,24.316,26.451,26.153,25.917,24.919,23.461,27.121,30.916,36.035,38.543,72.25,38.092,36.206,34.886,35.356,36.374,37.821,36.16,35.127,34.265,36.869,39.899,41.299,42.009,40.851,39.876,39.639,40.314,41.172,41.409,42.356,41.03,39.922,41.336,39.558,39.005,37.947,37.92,37.028,37.136,39.806,39.827,40.536,41.79,40.865,42.652,43.683,45.363,48.265,50.167,50.88,53.169,55.557,56.085,57.269,77.884,62.731,61.736,60.413,61.466,62.802,62.946,63.075,64.203,62.211,60.699,60.542,63.03,62.538,64.967,65.154,64.265,64.702,66.031,68.132,69.846,69.138,69.961,70.113,70.02,69.22,70.295,71.203,68.882,66.738,66.373,67.345,66.8,66.7,65.048,64.178,62.946,61.324,60.941,59.84,59.705,60.845,61.78,61.238,60.575,61.363,60.365,59.097,59.186,59.226,58.327,57.754,57.782,57.503,57.447,56.631,55.498,54.58,53.999,53.789,55.621,56.963,57.431,57.76,59.18,59.605,60.425,61.134,61.594,64.181,65.699
19.476,19.652,19.367,23.251,23.97,24.375,24.635,24.343,26.847,27.551,26.677,29.346,58.476,29.494,29.105,28.873,28.242,27.894,30.394,30.947,31.956,35.197,38.83,41.858,43.584,45.424,45.075,45.402,43.816,42.08,40.944,38.973,40.133,40.395,42.087,44.034,42.665,42.192,43.371,44.755,45.533,44.473,44.601,45.169,45.804,46.021,46.469,46.9,46.451,48.008,50.279,51.728,51.205,52.497,53.988,54.824,57.57,85.346,63.158,61.356,59.84,61.237,64.519,65.184,70.835,72.06,69.707,66.224,63.825,65.939,64.155,66.784,67.208,64.993,63.889,64.718,64.964,64.128,61.738,62.29,63.38,63.652,62.095,62.523,64.023,64.641,62.672,62.203,62.831,63.085,63.4,61.583,61.28,61.622,60.663,61.142,61.318,61.547,63.171,63.727,63.433,62.673,63.701,63.997,63.444,63.194,63.248,62.396,61.114,60.879,60.698,61.631,62.67,62.823,64.177,64.065,63.153,63.467,63.883,62.938,63.02,62.92,63.007,60.267,59.998,59.847,59.628,59.963
25.42,23.111,22.765,24.782,25.855,24.981,24.538,23.447,23.527,23.808,25.554,27.947,63.577,27.9,26.062,25.534,25.576,24.375,25.429,26.565,28.181,29.086,31.854,36.727,39.498,40.815,40.996,40.807,40.674,40.177,41.047,42.463,44.2,45.695,46.477,48.582,48.202,47.84,48.558,49.19,48.639,47.047,46.035,45.184,44.991,45.887,45.719,46.98,48.056,50.437,52.858,54.895,54.89,55.872,58.174,57.56,59.681,85.252,62.399,59.976,58.825,59.561,61.427,61.787,63.687,65.159,62.674,59.102,59.497,63.771,62.026,64.23,65.016,64.422,64.263,64.286,64.879,65.012,63.121,63.211,64.253,64.573,63.033,63.552,64.02,63.668,62.08,61.974,62.58,62.967,63.331,61.898,61.927,62.032,60.967,61.685,62.237,64.245,65.377,66.335,66.461,65.021,66.216,63.073,61.389,60.372,60.368,59.353,59.21,59.55,59.644,59.098,58.889,58.435,57.764,58.01,58.856,59.899,61.53,61.859,63.604,64.079,64.384,62.023,60.982,60.943,63.032,62.361
30.19,28.333,26.96,26.5,26.192,25.868,25.225,23.747,23.723,25.034,25.815,27.945,53.349,27.306,25.961,25.735,25.713,26.134,27.89,28.76,28.403,28.061,28.396,30.818,32.392,31.63,32.351,32.103,33.085,34.159,36.303,38.147,41.093,41.868,41.408,43.001,41.318,40.101,40.623,42.713,42.551,41.42,42.31,45.792,49.524,50.922,51.129,52.372,52.701,54.48,55.957,57.56,56.757,58.194,59.655,59.66,60.213,98.022,62.554,60.455,59.469,60.714,62.361,62.517,64.188,66.048,63.539,60.3,60.25,63.274,62.193,64.56,66.016,65.195,64.376,63.673,63.626,64.194,63.049,62.805,63.782,64.191,63.887,66.065,67.11,68.332,64.854,65.951,65.621,65.21,64.36,62.926,61.683,62.578,61.292,60.26,59.942,60.33,61.398,61.404,59.701,59.851,60.668,61.464,59.99,61.432,61.824,60.794,60.29,61.072,60.957,61.525,61.565,60.585,61.137,61.602,62.824,63.123,65.04,65.566,66.257,65.553,65.685,63.135,63.727,63.962,65.141,63.748
32.421,30.021,27.736,25.949,25.647,25.109,25.382,23.729,23.871,23.258,23.127,26.742,63.5,27.53,26.323,25.74,25.705,25.138,26.448,26.553,26.224,24.873,25.679,29.098,31.485,31.116,28.5,28.252,27.675,27.8,27.846,29.68,36.015,37.742,37.068,41.686,41.855,41.586,41.985,43.923,45.475,45.333,46.804,47.783,47.833,47.462,45.984,45.709,47.068,49.642,52.183,55.679,56.05,57.546,58.281,57.731,58.493,85.142,62.539,61.432,60.625,61.994,63.836,63.227,64.042,64.074,60.931,58.478,58.503,61.802,62.112,64.147,65.972,64.985,65.212,65.843,65.547,64.048,62.673,62.727,63.232,63.524,61.402,61.306,61.681,60.202,59.061,59.153,59.973,60.406,61.48,59.877,60.189,60.709,61.14,62.803,63.435,64.593,66.095,67.159,67.659,66.933,69.964,69.959,68.399,68.488,66.067,64.762,64.299,64.235,64.934,65.427,64.004,63.906,62.337,61.236,61.485,62.131,62.398,62.969,62.805,63.589,63.824,61.639,60.618,60.077,60.423,59.85
34.276,31.861,29.674,26.816,25.709,25.739,25.481,25.325,25.427,25.77,24.675,23.778,45.184,24.076,24.218,22.206,22.65,21.674,23.764,22.489,19.54,18.808,21.575,30.16,32.052,30.913,30.434,27.938,26,24.709,16.878,16.423,23.225,26.203,21.941,25.93,29.739,37.301,36.481,38.376,35.776,35.372,38.45,38.312,37.827,36.572,33.292,35.323,38.31,40.819,44.8,49.058,48.749,50.336,53.372,55.404,55.813,74.704,57.974,55.406,53.894,54.567,56.682,57.073,58.576,58.955,57.385,54.594,52.562,57.361,55.458,57.825,60.353,60.863,61.575,61.024,60.796,60.058,58.27,57.685,58.531,59.156,57.982,58.985,59.793,59.547,60.005,61.355,63.353,64.79,66.221,64.637,63.951,64.167,63.379,64.667,64.122,62.052,62.632,63.7,62.735,61.93,64.435,63.943,63.36,63.683,64.953,63.675,62.941,63.29,62.7,62.271,61.256,60.052,58.818,58.723,58.292,57.174,57.671,57.536,56.735,56.443,56.461,54.21,53.744,54.133,55.645,56.026
34.3,32.815,31.968,28.781,28.132,28.532,28.915,28.508,29.272,29.303,28.735,29.123,62.652,25.577,21.975,20.755,21.402,21.635,22.246,20.155,19.738,18.72,19.79,22.239,23.896,23.654,23.288,24.168,23.304,22.196,21.758,17.908,20.483,17.711,13.877,14.945,14.777,29.218,25.656,22.281,18.065,15.553,18.668,24.719,30.364,28.893,27.301,29.54,30.848,31.008,27.816,29.667,30.212,31.214,34.239,38.07,38.98,67.493,49.37,50.834,50.652,52.316,54.6,54.949,56.599,58.759,55.572,53.238,53.814,57.349,57.01,60.166,61.222,60.262,60.779,61.69,62.962,63.143,61.2,65.894,67.161,68.195,62.914,63.297,62.358,60.614,59.418,60.309,61.656,62.432,62.874,61.069,61.317,61.681,61.422,61.724,62.101,62.356,63.967,65.285,63.936,63.257,64.841,64.649,63.751,63.934,63.648,62.086,60.64,60.88,60.033,58.861,56.675,54.389,52.278,51.177,50.778,50.651,50.97,51.171,51.755,53.883,55.62,56.982,56.927,57.707,58.977,59.618
36.435,36.469,36.475,35.858,35.438,36.022,35.801,34.043,34.538,32.673,31.105,29.998,61.351,25.433,22.222,20.113,20.886,20.354,21.074,20.482,20.859,19.094,16.593,20.729,28.251,28.699,26.724,26.735,24.387,24.312,24.536,27.663,29.543,28.784,27.369,30.153,24.211,23.583,22.969,21.211,16.176,12.1,10.609,9.6104,12.472,15.35,14.449,16.004,19.273,24.801,23.987,25.751,21.032,17.625,18.88,19.736,19.08,43.263,31.181,39.402,37.37,39.644,49.344,53.402,56.555,60.092,58.517,57.039,55.523,58.385,58.291,59.776,60.597,59.978,59.166,59.443,60.382,60.392,57.268,57.204,57.758,58.072,58.292,59.415,62.137,63.842,63.565,64.059,65.049,65.774,67.376,65.671,65.59,66.107,65.409,65.804,65.494,65.48,66.475,66.81,65.63,64.809,65.077,63.871,62.481,60.938,59.375,57.944,56.234,54.922,53.913,53.741,54.072,53.76,53.511,54.649,54.9,54.728,56.28,57.458,59.958,61.499,62.019,60.396,60.369,62.975,62.929,63.703
